,m,b,r,sd,perChange,bottomLinePerDistance,bottomLineXUp,bottomLineXDown,safetyLineXUp,safetyLineXDown,topLineXUp,topLineXDown,midLineXUp,midLineXDown,smaDist,lastHigh,lastLow,averageDown,averageUp,Ticker,TP%,SL%,days
284,0.580775638681099,0.8693675052095278,0.7662264651044691,0.05957059001792166,0.27724869342202885,0.19169650857727366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036170656436392286,0.031250787410476544,0.051480226734974883,0.06816628623129503,0.1512006559866074,MS,0.1863951316757253,0.030000000000000027,21
285,0.5751740488093521,0.8712127584731874,0.7891992601387537,0.05742422656798624,0.4717073229284877,0.25460610433750497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934072833660464,0.059376461643397285,0.07524006284898195,0.06816628623129503,0.1512006559866074,MS,0.17978490462430163,0.043449263254906834,21
286,0.5676613160174863,0.8737150707073026,0.8083759762897726,0.055666799858725274,0.26820344330409274,0.23547383659726906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429240080190167,0.056251463254203375,0.07260014570534686,0.06816628623129503,0.1512006559866074,MS,0.1857061555889692,0.041729938021164203,21
287,0.5588393999901277,0.8766857304538749,0.8245420912259366,0.054268891091640147,0.27776022272663786,0.22144471053597203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04857644008334842,0.0546887344828808,0.07127999319309855,0.06816628623129503,0.1512006559866074,MS,0.18677287807374365,0.040867828790491334,21
288,0.5526481677033674,0.8787932043865059,0.8443154534567568,0.052377045732400485,0.3652096905774979,0.24274890642184474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053517911920775985,0.06718907240474407,0.08183995267828441,0.06816628623129503,0.1512006559866074,MS,0.19223737311142175,0.047720767280063026,21
289,0.5515510661883269,0.8791706695121208,0.8695844981721975,0.04998879374890212,0.42393309958049524,0.2870020566432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05778475276402898,0.08971984704584536,0.10087336352422242,0.06816628623129503,0.1512006559866074,MS,0.17879955076221177,0.05982841749006207,21
290,0.5451697602484346,0.881389557281789,0.8874957414549854,0.048247431054012684,0.1965235876156278,0.23629611031802397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06526928441777795,0.07400095821909634,0.08759445616986282,0.06816628623129503,0.1512006559866074,MS,0.1893495096912141,0.051414118744120385,21
291,0.5386161620831662,0.8836923412994337,0.904461281387673,0.04659691009475013,0.3030927064281325,0.23252669079302926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141060028153991,0.07662031387010336,0.08980721951472796,0.06816628623129503,0.1512006559866074,MS,0.18757839891905181,0.052826698191056454,21
292,0.5285022706945526,0.8872831493011364,0.9145480765358537,0.04598018310397434,0.22208896717948087,0.19676300692789067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07772690192570142,0.06561739014112233,0.08051223648923624,0.06816628623129503,0.1512006559866074,MS,0.20261384181267705,0.046864526304017384,21
293,0.5121611768945369,0.893144657315332,0.9094029181247555,0.048234113282002396,0.14732942200515386,0.13490120603822975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08306530748232303,0.04403178287941533,0.061036253580282085,0.06816628623129503,0.12645089836071735,MS,0.24225996390735927,0.03412519400227032,21
294,0.4942519639589502,0.8996341965020964,0.8990320848645148,0.051542775819137784,0.2506339972630552,0.1171791789459894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08576646754343431,0.049795421364568326,0.056167282095597494,0.06816628623129503,0.12645089836071735,MS,0.24642478120143507,0.030886989268312237,21
295,0.47590369610961514,0.9063499884878812,0.8865141643377639,0.05526484196626633,0.2772780819903192,0.11031341890905338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0890105943481557,0.051367447993278574,0.054839274995903096,0.06816628623129503,0.12645089836071735,MS,0.24756558252433702,0.030000000000000027,21
296,0.472320736206268,0.9076745297327496,0.9061823601079366,0.0532430683410618,0.7024943425754755,0.2565432383802372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09319995377312038,0.006306587441253594,0.02320186949468329,0.0,0.12645089836071735,MS,0.21278512735156596,0.030000000000000027,21
297,0.4690819410124614,0.9088836954417131,0.925624162426714,0.051216434102508396,0.31719501725350346,0.2581638725575041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10142321272613619,0.0115461022618071,0.02762807497592109,0.0,0.12645089836071735,MS,0.2129267328544242,0.030000000000000027,21
298,0.4932285344120525,0.8997804708342653,0.9297616442141718,0.06027301430719155,1.0,0.5401828575484858,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10585338500108993,0.13834764118389228,0.1347467082517843,0.0,0.12645089836071735,MS,0.1575189074233907,0.030000000000000027,21
299,0.5321848037514522,0.8849514367414075,0.8884089751688474,0.08706772618825921,0.6417407840736363,0.6977006181985168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12067293741413068,0.2169425444710892,0.20114163290444434,0.0,0.12645089836071735,MS,0.11567863675812862,0.030000000000000027,21
300,0.5732567932733104,0.8691667050515868,0.8438779618285189,0.11610504731169122,0.3863397628778756,0.7248145290978721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381918523829215,0.24156992855895176,0.2219462047343853,0.07743071196023726,0.26121245273689375,MS,0.10205470962830132,0.029999999999999916,21
301,0.6205505694996669,0.8508177210535018,0.7795769300174853,0.15380595487758414,0.4624034799687492,0.7958801494932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15693489522250192,0.3794762084878317,0.3456519812326754,0.43164732628597596,1.0,MS,0.07796935636792601,0.03394448604468214,21
302,0.6712985580251541,0.8309428291534573,0.7091643380990319,0.19550039103756237,0.41213247630640093,0.8386979834501518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17820387908369542,0.413533915734151,0.3744230441373368,0.43164732628597596,1.0,MS,0.060452554320769014,0.04964270891581912,21
303,0.0,1.0,0.23539238453493266,0.4987626242167539,0.16230552414542326,0.9146889614064186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17869824985427696,0.7287246068865604,0.7708336223778828,0.7876324185223661,0.08993124990724687,MS,0.08237079605888042,0.030000000000000027,21
