,m,b,r,sd,perChange,bottomLinePerDistance,bottomLineXUp,bottomLineXDown,safetyLineXUp,safetyLineXDown,topLineXUp,topLineXDown,midLineXUp,midLineXDown,smaDist,lastHigh,lastLow,averageDown,averageUp,Ticker,TP%,SL%,days,success
336,0.11665904289599724,0.19122816991124467,0.39141508849326584,0.3844657489166057,0.3002205951939373,0.5867637186932797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27522311212889417,0.04774271477699502,0.3025820871473463,0.2247692207779906,0.2290159488392798,MA,0.012831637902897874,0.08057577685800366,21,True
337,0.11013557844228405,0.19328808388027935,0.39118731031108767,0.38539287658236393,0.17841101767900683,0.520184973577955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256322608133318,0.10993931933627415,0.22190589151255172,0.2247692207779906,0.2290159488392798,MA,0.02954345669427183,0.06999978088336789,21,True
338,0.10509359730899523,0.19488418019319054,0.3942811045668982,0.38459888223834987,0.33685608684130813,0.573084761155324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2353227767699844,0.05712904211477054,0.2904069340829557,0.2247692207779906,0.2290159488392798,MA,0.020629162139483403,0.0789951507097092,21,True
339,0.0984018801522866,0.19700781500270556,0.39348457938719705,0.38583792416783996,0.18392476168570576,0.5117752869664113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212159233680413,0.11463364912444553,0.2158168023886623,0.2247692207779906,0.2290159488392798,MA,0.0314930802587754,0.06919166709261737,21,True
340,0.09181754689571883,0.1991025821001512,0.3928812401109203,0.38696782981915984,0.2673718693707474,0.5146406509606635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19115174941093854,0.1105256441120809,0.2211453604087448,0.2247692207779906,0.2290159488392798,MA,0.030709320360222003,0.06989892364967465,21,True
341,0.08355796725760341,0.20173685569023928,0.38768421788757834,0.39074414212652514,0.17599477409404815,0.4518860164506426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16842703084111535,0.170376483120415,0.14351189422586158,0.2247692207779906,0.2290159488392798,MA,0.04523327206942396,0.05948724664078686,21,True
342,0.07560765383284965,0.20427878519460732,0.3832746117195043,0.3940387308455119,0.2776333018112821,0.4621675557384658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14364282816073104,0.1598137746493156,0.15721294979129088,0.2247692207779906,0.2290159488392798,MA,0.06200952871361087,0.06134164545363052,21,True
343,0.06289704428245141,0.2083527689042263,0.3625569188790368,0.40779626147269415,0.0,0.28388129342210044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10921941996535578,0.2818598188737917,0.039239268162628745,0.2247692207779906,0.0938057981030464,MA,0.0974698492403534,0.030000000000000027,21,True
344,0.05092940557779017,0.21219808804731444,0.34449197921238,0.4196423643194242,0.3070409088185568,0.3099770876145717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07096132113801744,0.2578032445002662,0.008035106549404791,0.2247692207779906,0.0938057981030464,MA,0.09240060683050655,0.030000000000000027,21,True
345,0.04121323146822101,0.21532767905013772,0.33429302683784157,0.4263311404071498,0.4074706819702904,0.39325673186827603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03779334573317681,0.17800243678762911,0.06740251543398308,0.2247692207779906,0.0938057981030464,MA,0.07914957591483462,0.030000000000000027,21,True
346,0.03250974712017296,0.21813796946741001,0.32722706535923257,0.43107130797098075,0.32030855408380327,0.4302879856846214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125335905272767,0.14221050439138774,0.1138287948202541,0.2247692207779906,0.0938057981030464,MA,0.07724912385657134,0.030000000000000027,21,True
347,0.02595822905743931,0.22025859085655852,0.3262408834309042,0.43231934482995305,0.3850858405788281,0.5108671952902187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06358374557350731,0.2690927020026284,0.18841089421156457,0.0938057981030464,MA,0.06157070026979938,0.030000000000000027,21,True
